word,frequency,example_sentence
寄付,1,オーバン戦が終わると、賜った褒賞をすべて砂漠の民のために寄付し、自らも故郷の復興に努めた彼と仲間たちの熱心な活動の甲斐あり後に砂漠の地は大いに栄え元流刑地という汚名もそそがれたその後、自分の船を手に入れた彼は大海原へと冒険の旅に出たという。
寄越さ,1,こんなの寄越されても邪魔なだけだ適当にあしらうしかねぇな。
寄越す,1,罠と知りつつ兵は寄越すまいまた先走ったのは我らだ。
寄進,1,ゼノイラ侵攻後も近くの村からはこの教会に寄進がありまして。
密告,1,酒場での不平をゼノイラに密告したのは。
密集,1,投石機は狙いを定めるのは難しいが密集した敵に大打撃を与えられる。
富め,1,だが格差は確執も生む富める者の気づかぬうちにな。
富豪,1,あの岩鼠団って盗賊連中あちこちの富豪を襲ってたんだ。
寒空,1,寒空の下ひもじい暮らしを強いられてきました。
寝かせ,1,これは俺様が集めてじっくり寝かせた極上の一品。
寝そべっ,1,草原に寝そべってよ空腹紛らわすために野草を食ってた。
寝つき,1,そうね、寝つきはあんまり良くなかったかも。
寝ぼけ,1,この野郎なに寝ぼけたこと言ってやがんだ。
寝れ,1,こんなところで寝れば死ぬぞ死ねば故郷にも二度と帰れなくなる。
寝不足,1,寝不足で殿下の足を引っ張るのはお前も本意じゃないだろう。
寝心地,1,肩貸してくれてありがとねすごく寝心地よかったわ。
寝息,1,朝までピクリとも動かないし寝息がほとんど立たないらしいの。
寝覚め,1,それが原因で兵士が死ぬのは寝覚めが悪いだろうしな。
寝転ぶ,1,だから今の生活は気に入ってもいるの泥にまみれて寝転ぶのも悪くないわ。
寝込ん,1,母は涙し父はしばらく寝込んでしまったわ。
寝返る,1,ゼノイラの圧力により寝返るほかなかったのだろう。
寝返れ,1,ふざけるな寝返れというのか。
寝顔,1,殿下も寝顔はまだ幼い子供のようだな。
審問,1,あとは私が異端審問にかかればすべてがうまくいく。
審査,1,姉は、騎士団の入団審査に落ちてそれが衝撃だったのね。
寸前,1,僕の父は、収容所に運ばれる寸前にホドリックという方に助けられました。
対,1,絶対に食べないぞ。
対価,1,ここまで働いてもらった対価にというのはどうだろう。
対処法,1,敵として現れたときに困らないようここで対処法を学んでいってください。
対応力,1,戦場で必要なのは対応力だどんな敵と戦うのかわからんからな。
対決,1,師弟対決というのも一興ね、ヤーナどれほど成長したのか見せて頂戴。
対面,1,だがミリアムと会った記憶はない初対面であっているだろうか。
封じる,1,その者たちの魂を眠らせ、幽世に封じるため作られたのがこの聖所だ。
封じ込める,1,病が広がらないよう封じ込めるしかない。
専行,1,ジョセフの策を無視し独断専行結果、皆を危険に晒した。
専門知識,1,専門知識もないくせに見たって何もわからないわ。
射手,1,私らのことは「ハンター」よりも攻撃的な射手とでも思ってくれ。
射抜か,1,俺じゃなかったら心臓のど真ん中を射抜かれてたぜ。
射抜く,1,バストリアスブルーを返してでないとこの矢で射抜くよ。
射撃,1,お前がリーダーなら「アシスト射撃」の被害も抑えられる。
射止め,1,惚れ薬で意中の殿方を射止めてもきっとつまらないわ。
射程,1,特に見張り台からの攻撃は射程が長く、強力です。
尊く,1,俺は野蛮でもないし動物の命を尊く思っている。
尊厳,1,ガレリウスを倒し世を平和にするには多様な尊厳を認め合う力が必要になる。
小,1,うるさい小娘が。
小せえ,1,乗れたんだぜ小せえ船だけど。
小まめ,1,だれが雇用できるかは小まめに確認してみな。
小休止,1,次の戦のための小休止だ飲めるときに飲んでおけ。
小便,1,一人はそれを見て笑いすぎて小便を漏らし。
小兵,1,アタイはアーマリア小兵がやろうってのかい。
小出し,1,奴らは要塞から小出しに兵を出しては挑発を繰り返しているのだぞ。
小動物,1,ふふ、頬張っているお姿さながら小動物のように愛らしかったです。
小国,1,当時のフェブリスにも小国はあったがゼノイラとの力の差は歴然。
小屋,1,鶏が小屋から4羽も逃げちゃって困ったなぁ。
小柄,1,小柄を活かしたアンタの戦法は巨体のアタイじゃ到底できない動きだ。
小物,1,羽ペン手帖、革の手袋に小物入れ、古ボタン、ペンダント。
小突い,1,安心しな今度は盾で小突いただけだ。
小突く,1,いてっ急に頭小突くなって。
小腹,1,あ、ァージニアそうだよ、小腹が空いちゃって。
小規模,1,私も小規模とはいえ団を率いた身だお前のような子供が総指揮を執って。
小遣い,1,ちょっとした小遣い稼ぎなんだ皆には内緒にしといてくれる。
少な,1,タチアナ、もしかして友達少ないだろ。
少人数,1,ここの警備は非常に手薄なので少人数なら簡単に通れるのです。
尚,1,俺はそんな高尚なものとは思っていない。
就き,1,元エルヘイムの兵と協力して防衛の任に就きます。
就く,1,ロルフ解放軍の役目が終わったあとその腕を買われて森番の任に就く危険な猛獣や密猟者から村を守り荒れ果てた森林に人の手を加え蘇らせるその姿は、誇り高き森の守護者として人々から称賛された。
就寝,1,ロザリンデ様ご就寝されたのでは。
尻,1,尻尾を振りながら行ってしまった。
尻拭い,1,そうだね、それでこの前も結局あんたたちに尻拭いさせちまった。
尽かし,1,ああ、人間嫌いの両親に愛想を尽かしていたからだ。
尽くせ,1,人に礼儀を尽くせ特に恩を無下にはするな、と。
尽くせる,1,コルニアの王子アレイン剣のみに依らず、大地にも尽くせる人。
尾行,1,私の尾行に気づいてたとはね。
屁,1,雪国の気候くらい屁でもないだろう。
居住区,1,ここから北には地下都市ダークエルフたちの居住区があります。
居住地,1,ここから先はダークエルフの居住地だ。
居座り,1,早世して陛下の心に居座り続けたあの王配の子など、どうでもいいわ。
屈ん,1,こ、子猫が怪我してたんだよ屈んで手当てしてただけだ。
屈指,1,ギルベルト終戦後、戴冠式を経て正式にドラケンガルド王としての国政を始める兄の影を追っていた王子の姿から成長し自らの手で未来を切り開く王となったその姿に民は大きな希望を抱いた後年、戦乱の世から祖国を再建した歴代屈指の名君として歴史にその名を刻まれることになった。
屈筋,1,撓側手根屈筋の剛健さにも目が奪われ、心が躍ります。
屈託,1,アデル戦いが終わり騎士団領に戻ると騎士、平民を問わず多くの人々に祝福された明るく屈託のない彼は人気者で、警備のため町に出ると、昼は子供に手を引かれ遊び相手をし夜は酒飲みに付き合って酔い潰れる日々を送った領民に最も親しまれる名物騎士としていつまでも愛されたという。
届ける,1,食料などを家に届けるよう手配してやってくれ。
屋外,1,ゴードン王国屋外。
属さ,1,しかし義勇兵といってもロルフは団にも属さず少数で動いていたよな。
属し,1,どのクラスもいずれかのタイプに属していて。
属性,1,「エルフアーチャー」の矢には魔法属性が付与されている。
山々,1,困ったわね助けてあげたいのは山々なのよ。
山向こう,1,山向こうとは違って人間ともうまくやっているよ。
山地,1,飛行部隊すら越えられぬ山地に待ち伏せが容易な一本道。
山奥,1,山奥で不思議な像を見つけたりしていろんな発見があって面白いよ。
山羊,1,山羊が描いてあるわ足の数は4ね。
山羊乳,1,失礼ね山羊乳とビーツのシチューよクロエに教わったの。
山菜,1,騎士様、今日はおいしい山菜がたくさん採れたんです。
岩肌,1,そ、そんなこと逞しい背中が岩肌に見えたなんて。
崇拝,1,民にとって暮らしを支えてくれるそれが崇拝の対象、即ち殿下です。
崩さ,1,あのあと体調を崩さなかったかいつもあんなふうに食事をするのか。
崩す,1,賭博が盛んなこの国ではそれで身を持ち崩す者が多いからな。
崩れる,1,もたぬ体が崩れる。
崩落,1,崩落してからそのまま放置されているようですな。
嵐,1,うお砂嵐かほんとに何も見えねぇ。
川辺,1,今日こそ川辺でうたた寝していたのを夜盗にやられたことにしたいと思う。
巡り会える,1,まさかそのお孫様とこのような場所で巡り会えるとは。
巡り合わせ,1,ついに来たかまったくおかしな巡り合わせよ。
巡行,1,教皇様が変わり果てた御姿で巡行から戻られてからというもの。
巣穴,1,巣穴に潜り込んだモグラどもを合流した反乱軍ともども叩きつぶすぞ。
工房,1,あの白煙騒ぎ嬢ちゃんだったのか放火だの工房爆発だの言われてたが。
工芸品,1,ある時は美しい花をまたある時は洗練された工芸品を。
左手,1,あ、ああそうだったっけそういえば左手の甲が少し痛むな。
左腕,1,ガラドミア見ていたぞ左腕を負傷しているな。
巨人,1,18巨人の天蓋だ、使用すれば環境による被害を避けられる。
巨大,1,砂漠に巨大な骨があったろあれは古代の竜らしいぜ。
巨悪,1,君の信頼を獲得したこと君と契約し、巨悪を打ち倒したこと。
巨漢,1,あの巨漢がブルーノか。
巨竜,1,ゼノイラが現れるさらに前巨竜が存在した神話の時代。
巫女姫,1,これはエルフの巫女姫様。
差し上げる,1,大人になったあなたに、お化粧して差し上げるのが私の夢だったんです。
差し伸べる,1,慈悲深く手を差し伸べる姿に惹かれ皆、アレイン様についてきました。
差し出,1,息子を殺して差し出した服従の証として。
差し出し,1,息子を殺して差し出した服従の証として。
差し出せ,1,ワシを差し出せば許されると思っておるのか浅はかな奴らめ。
差支え,1,ミリアム、脱げその状態では戦にも差支えあろう。
差配,1,指揮を執る際、お前を差配するのには誰より自信があるからだ。
巷,1,おお、酒が来たな巷では一息に飲むのが流行りなのだろう。
巻い,1,やった三毒傭兵団の奴ら尻尾を巻いて逃げてくぜ。
巻か,1,長いものには巻かれろというぞそれも嫌なら目と耳と口を塞ぐがいい。
巻き付ける,1,体をひねることでこの長髪を相手の武器に巻き付ける。
巻き込ん,1,いやいや、集中できないってそれに関係ない人を巻き込んだら。
巻く,1,はっはっはあの巫女さんが酔っぱらってくだを巻くなんてな。
巻こう,1,煙に巻こうとしても無駄です貴方の話に耳を貸すつもりはない。
師事,1,この十年、ジョセフに師事して鍛錬を重ねてきたのはこのためだ。
帯刀,1,それも違うな、朝食をつまむだけなら帯刀する必要はない。
帰り際,1,帰り際にこちらに感づいた敵の警備兵を捕らえた。
帳消し,1,よしそれで帳消しだ。
常勝,1,アレイン様がいれば解放軍は常勝ですね。
常套,1,咎人の常套句みたいな言い訳ね。
常套句,1,咎人の常套句みたいな言い訳ね。
常態化,1,この、殺し合いが常態化した世界がそれを物語ってるだろ。
常設,1,東には常設の駐屯地もある。
常識,1,フフフ、フラウ殿非常識ですよ。
幕,1,俺もこんな幕切れはごめんだよ。
幕切れ,1,俺もこんな幕切れはごめんだよ。
幕引き,1,ふっ、ここまでか我ながら無様な幕引きだ。
干す,1,店の酒樽一つ残らず飲み干すヤツがあるか。
平熱,1,今日は平熱みたいだなだいぶ慣れてきたか。
平静,1,ロザリンデ様は平静を装われていても内心は相当苦しんでおられます。
年々,1,それはどうでしょう年々さらに魔力の衰えを感じています。
年寄り,1,ちぇ、年寄りはうるさくて仕方ないぜお前もそう思うよな。
年月,1,俺とユニフィはお前に拾われ長い年月を家族として過ごした。
年甲斐,1,あっやだ私ったら年甲斐もなくはしゃいだりして。
年間,1,ゼノイラに奪われた数年間を取り戻したい。
年齢,1,愛に時間も年齢も関係あるかしら。
幸多,1,解放軍の進む道に幸多からんことを願っております。
幻想的,1,緑は多いがコルニアより幻想的で触れてはいけない神々しさを感じたな。
幼少期,1,騎士になるため、その一心で幼少期を過ごしてきた。
幼年,1,幼年のころのような、ひもじい思いはもう味わいたくない。
幾代,1,その後コルニアとドラケンガルドは幾代替わろうとも友好関係を築いた。
庁舎,1,ノルドプラージュの町庁舎。
広がら,1,病が広がらないよう封じ込めるしかない。
広く,1,セルィ戦後、以前より続けていた古代ゼノイラの研究のために世界を巡るゼノイラによる支配を経て、世間の古代への関心は高まり、彼女の研究発表は注目を集めたゼノイラの歴史や文化が広く伝わると彼女に続く研究者によって歴史学はさらに発展しその先駆者として彼女の名は後世に残ったという。
広げれ,1,術で皆さんの視界を広げれば進軍もしやすくなるかと思います。
広まる,1,ユニフィ獣人に育てられ国のために戦った勇敢な少女の噂が国境を越えて広まると彼女を題材とした物語がいくつも作られた物語の力は大きく、獣人を見たことのなかった人々にも身近な種族として知られるようになり特にユニフィは、フェブリス中の子供たちにとって憧れの存在となった。
広まれ,1,教皇様が死霊だったと広まれば教会は破滅です。
広大,1,反乱軍への警戒範囲が広大でとても手が回らないのが実情ね。
広背筋,1,今の前鋸筋の挙動40広背筋との連帯感が絶妙でした。
庇い,1,腰から落ちましたが翼で庇いましたので心配は無用です。
庇おう,1,チッおい、間違っても戦場で俺を庇おうなんてすんじゃねえぜ。
序盤,1,まだまだ序盤ですよ次は匿名の戦士さん。
底上げ,1,ベレニス解放軍の解散を機に、自身の修練も兼ねてコルニア各地で復興や盗賊狩りなどに従事した数年後、よりいっそう剣が冴えて騎士団領に戻った彼女を騎士たちは歓迎騎士として後進育成に力を入れると騎士団全体の戦力底上げに寄与したのだった。
店主,1,邪魔するぞ店主、この店一押しの品を頼む。
店仕舞い,1,あぁお客さんかもう店仕舞いするところだったんだ。
度合い,1,そういうことか戦の貢献度合いで戦後の家の状況も変わってくる。
度胸,1,俺の縄張りに入ってくるとはいい度胸じゃねぇか。
度重なる,1,度重なる支援をいただき心よりお礼申し上げる。
座り心地,1,少し休憩しましょうあらあそこに座り心地の良さそうな岩が。
座る,1,ふむ30馬は貸せないが30仕方がない、私の前に座るといい。
座学,1,アタシね家じゃ一番を求められたの兵法、座学、礼節、他にもたくさん。
廃,1,廃港ァストダーチャ。
廃し,1,スカーレットは教皇の血統制を廃し、新教皇にサナティオを任じた。
廃り,1,体調管理は万全ですとも私が倒れては従者の名が廃りますからな。
廃止,1,近々配給制が廃止されるってさあ商売で大儲けするぜ。
延々,1,狩る必要のない命まで延々と見境なく奪い続けていた。
延命,1,支配された上で延命されるのではなく一から再生すべきだったのです。
建っ,1,みてよ、あなたのおかげで風車がたくさん建った。
建て直し,1,あったかい毛むくじゃらと建て直した家で暮らすことにしたよ。
建て直せ,1,支援のおかげで寒かった家を建て直せたよ。
建国,1,エルヘイム建国以前からの歴史書や貴重な秘術が収められており。
弁論,1,弁論のしようもありません踏んづけてしまって、ごめんなさい。
弄ぶ,1,ガレリウスの治世が人心を弄ぶ支配の術によるものならば。
式典,1,僕はいつもそうだった兄さんの功績を称える式典に顔を出すたび。
弓使い,1,ガラドミアはエルヘイムに戻り、巫女の護衛をしながら若い弓使いの指導をした。
弔っ,1,ベルトランはバストリアスへ戻ると先の戦いでの戦没者たちを弔った。
引き,1,引き分けです。
引きかえ,1,それに引きかえ、ユニフィは幼いのに木登りや遠吠えもお手の物だったな。
引きずっ,1,ロザリンデ様も心配なさる引きずってでも帰るからな。
引き上げ,1,戦の折、普通は歩けない獣道をお主たちが引き上げてくれている。
引き下がら,1,御目通りが叶うまで一歩も引き下がらぬ。
引き下がれ,1,言ってくれるなそこまで言われては引き下がれん。
引き付け,1,よし十分に敵を引き付けられたわね。
引き入れる,1,敵を引き入れるような奴はじめて見たぜ。
引き出そう,1,大丈夫、こちらの士気は十分だそれで部隊の能力を引き出そう。
引き分け,1,引き分けです。
引き受ける,1,だが奴の目当ては私の首だ滅びの運命は私が引き受ける。
引き合わせ,1,解放軍との引き合わせでも請うとしようか。
引き心地,1,さっそくこの弓の引き心地を試したいところだが。
引き留める,1,あの時、陛下が引き留めるのも構わず指輪を受け取っていなかったら。
引き立て,1,即位を待たず我がノルトハイム家をお引き立ていただき助かっております。
引き継が,1,父は故郷を命懸けで守ろうとした私がその責務を引き継がねば。
引き継げる,1,騎士になれなくったって誇りは引き継げるのかもな。
引き起こさ,1,二度とこんなこと引き起こさないために。
引き起こす,1,まさかこんな戦いを引き起こすとはなあんたらが来てくれてよかったぜ。
引き金,1,もしもですよ日頃の行いが引き金になり。
引く手,1,相変わらずどこでも引く手あまたねアレイン。
引こう,1,いいや、それは泡沫の夢になる幕を引こうアレイン。
引っ張っ,1,今回はあのころとは逆だなお前に引っ張ってもらってよ。
引っ張ら,1,ああ、私も足を引っ張らないように精進せねばな。
引っ込み,1,姉さまは子供のころから優秀でしたが比べて私はどうにも引っ込み思案で。
引取り,1,流行り病のため立ち入り禁止ですお引取りください。
引退,1,あっしも傭兵は引退、故郷へ帰ります最後に隊長と会えてよかったっすよ。
弱ら,1,弱らせて倒してやろうという魂胆だったが、酒が入っても彼は強くて。
弱れ,1,弱ればこちらのものじゃ従わぬなら無理にでも聞かせるまで。
弱小,1,弱小とはいえその首領を討ち取れば多少は功績になる。
弱腰,1,俺ならそんな弱腰になんねーっつうのガハハハ。
張,1,緊張。
張り切り,1,うぐっちょっと張り切りすぎた。
強いる,1,だが権力で人々に犠牲を強いることを俺には見過ごせなかった。
強か,1,むちゃくちゃ強かったな。
強がる,1,強がるなこれで終わりだアレイン様、止めを。
強まっ,1,あんたと気心が知れてより愛国心が強まったみたいだからさ。
強め,1,敵も警戒を強めているだろう十分に準備してから臨もう。
強める,1,それと、ジョセフに周囲の警戒を強めるように伝えておいたが。
強制的,1,ククそうだ、獣人に与えた命令を強制的に実行させる魔石。
強奪,1,何者かに強奪されたのでしょうか。
強度,1,じゃぁまずはここだこうすることでさらに強度が。
強気,1,くそっどおりで強気なわけだ。
強硬派,1,それであんな強硬派になっちまったがでも根はいいやつさ。
強襲,1,よし、そのまま敵本拠地を強襲よ一気にカタをつけてあげる。
強要,1,私の息子をさらい私に降伏を強要した。
強面,1,強面のくせに間抜けな姿だねえルイ。
強風,1,先ほどの強風で、すべて地面に落ちてしまって洗い立ての洗濯物に土が。
弾,1,「パリィ」近接攻撃を弾いて耐えることができるんだ。
弾い,1,「パリィ」近接攻撃を弾いて耐えることができるんだ。
当,1,本当。
当たろう,1,そうか他を当たろう。
当たん,1,本気で殴りかかってもお前に当たんねぇだろ。
当事者,1,当事者ではない私の言葉は聞き入れられなかった。
当初,1,お主が解放軍に入った当初も無理に働いておったな。
当城,1,床をご用意いたしますので今晩は当城にてお休みください。
形相,1,お前が凶悪な形相でくっついてんのを見た連中、俺の背後霊だっつってたぞ。
影武者,1,修得して殿下の影武者にでもなれば手柄を立てられると思ったのに。
影響下,1,ルノーが支配の術の影響下にあれば指輪の力で術を解くことができる。
影響力,1,西から南西に続く海岸地域はゼノイラ軍の影響力が弱い地域です。
彷徨,1,そうだ、それこそが教皇の力彷徨える魂を鎮める力だ。
彷徨い,1,いつも酒代を求めて彷徨いておるがそういう裏情報には詳しい奴だ。
彷徨え,1,そうだ、それこそが教皇の力彷徨える魂を鎮める力だ。
役人,1,死体には触れるな専門の役人が片付ける。
役立ち,1,私を育ててくれた皆さまのために少しでも役立ちたいのです。
役立てよう,1,ガレリウスを倒すためこの武具を役立てよう。
征け,1,敵の進軍を許すな征け、グリフォン部隊よ。
征伐,1,今はガレリウス征伐のため前に進むことにいたしましょう。
征服,1,ガレリウスが世界を征服し得たのはその術の力によるものやもしれません。
待ち伏せ,1,飛行部隊すら越えられぬ山地に待ち伏せが容易な一本道。
待ち受け,1,殿下、モニカは関所で我々を待ち受けているようです。
待ち受ける,1,ここで汝らを待ち受けるのは起こり得たやもしれぬ別の未来。
待ち遠しく,1,お前と静かに読書できる時間がずっと、待ち遠しくてたまらない。
後の世,1,後の世でこう称されている。
後ほど,1,承知しましたそれではまた後ほど。
後ろめたい,1,それとも他に何か後ろめたいことでもあるのかしら。
後ろめたく,1,そうかそれで後ろめたく思っているのだな。
後ろ姿,1,戴冠に向かう貴方の後ろ姿を見送った時。
後任者,1,そしておそらく来たるゼノイラからの後任者着任の間隙をつきます。
後回し,1,この町は砂漠にあるというだけで国の援助なんぞ今まで後回しだった。
後始末,1,後始末は任せたぞ。
後手,1,指揮が後手に回ったのもあるが指揮そのものに誤りがなかったか。
後生,1,そんなもん後生大事に抱えて死んだアイツみてえには絶対ならねぇ。
後継ぎ,1,爺ィは色んな女に子を産ませ後継ぎを育てようとしたが。
後衛,1,「ハンター」には18必中技があるんだあとは前衛を無視して後衛を狙えるぜ。
後詰,1,解放軍はこれから敵拠点に突撃する抵抗軍には後詰を担っていただきたい。
後輩,1,それに、後輩にいつまでも心配されるわけにはいかないからな。
後顧,1,後顧の憂いを断つためにもこの地域は解放した方がいいだろう。
従姉,1,イレニア様の姪でありアレイン殿下の従姉にあたる方。
従姉妹,1,ええ、私の試験の際は従姉妹も数人参加していたんですが。
従属,1,なぜ殺したんだ、ゼノイラに従属していたんじゃないのか。
得ん,1,やむを得ん。
得手,1,私は堅物を相手にするのが不得手だからな。
徘徊,1,狂暴化した獣人がこの辺りを徘徊していて凄く危険だったんだ。
御両人,1,幸せな御両人の邪魔にならねえように俺たちは陰から応援してやろう。
御免,1,人に利用されるのはもう御免だってなそれで俺らと傭兵団を旗揚げしたんだ。
御大層,1,私一人を追うのに御大層なことだね。
御法度,1,団員同士でのいざこざは御法度アイツらと同じく追放ってところか。
御用達,1,おかげさまで教皇御用達の高級宿が再建されましたわ。
御託,1,御託はいい、やるならすぐだ俺はこのあと軍議に参加せねばならんのだ。
復唱,1,さあ、ギャメルさん復唱してみていただけませんか。
微か,1,微かだけど聞こえていたわ聖所でガレリウスが言っていたこと。
微睡み,1,微睡みの中で自分でない自分を見ている。
微笑ましい,1,ふふ本当に仲良しなんですね微笑ましいです。
徴税,1,おかげで徴税の権利が我らの手に戻った。
心がけよう,1,そうだななるべく最小限の戦闘を心がけよう。
心がける,1,俺も無茶はしねぇように心がけるぜ。
心なし,1,ふ、心なしか顔つきも変わったように見える。
心労,1,コーム戦後、メイエ家は再興の道を歩むそれを最も喜んだのは当主ではなく彼だったもとより気が多い主に手を焼いていたが意中の相手が王となってからというものますますもって心労が絶えなかったようだ。
心地よ,1,ここは川のせせらぎが心地よい穏やかで静かな町。
心地よい,1,ここは川のせせらぎが心地よい穏やかで静かな町。
心境,1,でも実際に戦いで使われるのを見ると正直複雑な心境ね。
心外,1,口先だけの男と侮られては心外だ。
心技体,1,強く本当に強くなられた心技体すべてにおいて。
心持ち,1,た、たしかに以前と比べると心持ちが変わったかもしれません。
心無い,1,そのような心無いことできるはずがありません。
心穏やか,1,外を出歩くのも怖かったんです今日から心穏やかに過ごせます。
心苦しい,1,心苦しいのです私のような者が。
心配り,1,殿下の指揮や皆への心配りはきっとこの行軍で培われたものでしょう。
必勝,1,先陣を切って敵を攪乱する戦いは先手必勝ってやつよ。
必殺,1,我ら「ソードマン」は剣技の求道者必中必殺を極めんと鍛錬を積んでいる。
必至,1,激戦は必至か皆、敵の攻撃に気をつけて進軍してくれ。
必要最小限,1,素早く相手に詰めて打ち込み必要最小限の動きで避け。
忌まわし,1,バルトロと忌まわしい術式を片付けねばな。
忌み嫌っ,1,なぜよりにもよって人間なのだと両親は人間を忌み嫌っていたからな。
忌避,1,出会ったころは争いを忌避していたが解放軍に従事して本当によかった。
忍び,1,それに西にある関所に忍び込んでは兵士を驚かせて遊んでたっけね。
忍び込ん,1,それに西にある関所に忍び込んでは兵士を驚かせて遊んでたっけね。
忍耐力,1,というわけで、キトラには忍耐力を養ってもらいます。
志そ,1,能力と志それさえ認められれば誰でもなれます。
志士,1,祖国奪還の志士の一人よ指示を出してあげて。
志望者,1,オーシュ解放軍での功績を母の墓前に報告した彼はそれ以来生家には戻らず、自身の熱意の赴くまま、魔術の研究に明け暮れた後に彼の記した研究書は特別な出自を持たない魔術志望者にとって良き道しるべとなったという。
志願,1,解放軍が戦う姿を見て志願兵が集まっています。
志願者,1,解放軍への参加者は確実に増えてるこの砦にも志願者がいるぜ。
忘れかける,1,シャロンといるとその優しさの中で世界に悪意があることを忘れかける。
忘れ物,1,君はなぜここにいる忘れ物というわけでもあるまい。
忙し,1,我々は忙しい失せろ。
忙しなかっ,1,彼女もアレインも仕事熱心で日の出ているうちは忙しなかったが。
応じよう,1,ともかくリア殿要請には応じよう。
応じる,1,ガレリウス陛下への手土産どころか出頭命令など応じる必要もなくなる。
応急処置,1,応急処置はしておくわ戦いが終わったらすぐに診ましょう。
応接室,1,応接室。
応酬,1,後継者を巡って内乱が勃発魔術の応酬で戦いは泥沼と化し。
忠臣,1,忠臣とまで言われた貴方がなぜガレリウスの配下に。
快,1,クカカ実に愉快これほど忠実に従うとはな。
快く,1,しかし、義勇軍は共闘を快くは思っておられぬ様子ですな。
快感,1,過去の未知が既知になるその快感を求めている節がありますね。
快活,1,淑やかさとは縁遠く30快活で物事の本質を見抜く目があったわ。
念入り,1,病の報告が相次ぐ南方から来る者は念入りに調べあげろ。
念願,1,アレインついに念願の王様だな王冠もマントもすげぇ似合ってるぜ。
怒ろう,1,それでお前が少しでも救われるなら私はいくらでも怒ろう。
怒涛,1,かくなる上は怒涛のように突撃して敵を殲滅する。
思いがけ,1,祖国じゃ、思いがけない贈り物をするのが定番だからさ。
思いつい,1,また思いついた時は話しに来てもいい。
思いつき,1,そうだいいことを思いつきました。
思いつく,1,うふふ、こんなことを思いつくなんてアラミスさまは面白い方ですね。
思いつめ,1,ミリアム、あまり思いつめるなどちらにせよ。
思いつめる,1,ミリアム、あまり思いつめるなどちらにせよ。
思いとどまっ,1,だが、思いとどまった。
思いとどまれ,1,死が答えではないと思いとどまれたそれは、弟がまだ生きていたからだ。
思いのほか,1,くっ思いのほかやるわね。
思いやる,1,彼女は高潔で、皆を思いやる素敵なお方ですね。
思いやれる,1,腕っぷしの話だけじゃない本気で仲間を思いやれる奴だからさ。
思い付き,1,俺みたいに高いところが好きな奴が思い付きで高い建物を作ってたり。
思い当たる,1,俺はピンと来てないが何か思い当たる場所はあるか。
思い悩む,1,お主にはお主の長所がある思い悩む必要はないだろう。
思い描く,1,エルトリンデ様の思い描く異種族間の絆。
思い残す,1,これで思い残すことはないありがとうな、お若いの。
思い浮かべる,1,こうしてベレニスと同じ軍にいると時折、思い浮かべる。
思い浮かん,1,そう聞いて思い浮かんだのは戦場を駆ける君の献身的な姿だった。
思い知り,1,アーマリア様に一蹴されたあの時自分の弱さを思い知り。
思い知る,1,俺と王子の絆の力、思い知るがいい。
思い起こし,1,貴方様を見ているとイレニア様を思い起こします。
思い返し,1,何度思い返しても笑っちまうぜどんだけ真面目で真っすぐなんだよ。
思い違い,1,だが、思い違いがあるようだな。
思し召し,1,これも神の思し召しあなた方に感謝を。
思想,1,私は父とは違い、そんな大層な思想は特になく。
思慕,1,死者への深い思慕私も痛いほどよくわかる。
思慮,1,何もかも思いどおりになると思うなら思慮が足りんな我らもまだ抗うぞ。
思案,1,姉さまは子供のころから優秀でしたが比べて私はどうにも引っ込み思案で。
思考,1,当てなければという思考に意識が囚われ、それを獲物が察知する。
怠っ,1,む本当だな管理を怠っていたようだ。
怠惰,1,私は戦いにおいてお前のように怠惰ではない。
急先鋒,1,ブルーノ再結成された三角獣傭兵団で中核を担い大車輪の働きをする尊敬するベレンガリアを目標に剛腕を振るい、団員からの信頼も厚かった作戦の際には、急先鋒に立って活躍するあまり後に続く団員たちが手柄を上げる前に片がつくことが多かったそうだ。
急襲,1,謀反を起こし王都グランコリヌを急襲した。
急逝,1,教皇が急逝されたと発表がなんということでしょう。
性根,1,きっと私は父と性根が似ているのでしょう。
怨み,1,そうだな、積年の怨みここで必ず晴らそう。
怨嗟,1,復讐と怨嗟の声が大きく響くがねそんなものは所詮虚無だよ。
怪しく,1,こうなっては他人と呼べるかどうか怪しくなってくるな。
怪力,1,三角獣傭兵団を旗揚げした時の仲間さ怪力で豪快で、頼れるやつだ。
怯む,1,リディエル終戦後、夢を叶えてエルヘイムの騎士になる半エルフであることで陰口を叩かれようとも彼女が怯むことなく功績を立てたことで次第に偏見や差別は無くなっていったいつしか彼女は目標としていた母親を超える名誉を手にし、その姿は多くの半エルフの希望の光になったという。
恋しい,1,あの砂漠の暑さが恋しいよ。
恋敵,1,けど、まずいわよアタシこれは思ったより恋敵が多そう。
恐れ入る,1,踏破率75も達成とは恐れ入るのうワシの地図に書き写させてもらうぞ。
恐ろし,1,恐ろしい。
恥じる,1,そう思った自分を恥じるくらいには大成してくれたな。
恥じ入る,1,塔への侵入を許してしまうとは不甲斐なさを恥じ入るばかりです。
恥辱,1,自らへの恥辱と怒りに耐えかねせめてもの償いと足掻いたが。
恨み言,1,なぁ天使さん、見つけるたびに背後で恨み言を言うのはもうやめてくれ。
恨め,1,いいんだタチアナ君はジスランのために俺を恨め。
